id,name,address,lon,lat,map_osm,map_google,ground_truth_lon,ground_truth_lat,label
08f2a30662cd934503059b6c22a92483,Guarino Design,,-71.1002537,42.3731499,https://www.openstreetmap.org/?mlat=42.3731499&mlon=-71.1002537&zoom=17,"https://www.google.com/maps/search/?api=1&query=42.3731499,-71.1002537",,,
08f266886d2026750381a205ba623a9b,Louisville Presbyterian Theological Seminary,,-85.6864245,38.2384405,https://www.openstreetmap.org/?mlat=38.2384405&mlon=-85.6864245&zoom=17,"https://www.google.com/maps/search/?api=1&query=38.2384405,-85.6864245",,,
08f2a8ba6ec0a8ea0338b7acaa229ab2,Made in the Shade - West Triangle,,-78.99042,35.95574,https://www.openstreetmap.org/?mlat=35.95574&mlon=-78.99042&zoom=17,"https://www.google.com/maps/search/?api=1&query=35.95574,-78.99042",,,
08f28d540a12d629030574473366eb4d,AWE Studio,,-122.285268,47.695962,https://www.openstreetmap.org/?mlat=47.695962&mlon=-122.285268&zoom=17,"https://www.google.com/maps/search/?api=1&query=47.695962,-122.285268",,,
08f2a306e5c1a84d03d76847488b5ca6,Lapels Cleaners,,-71.2535355,42.3761672,https://www.openstreetmap.org/?mlat=42.3761672&mlon=-71.2535355&zoom=17,"https://www.google.com/maps/search/?api=1&query=42.3761672,-71.2535355",,,
08f44f622db8b74b03b78a48a5e33a2f,Outback Steakhouse,,-81.3202116,29.8663434,https://www.openstreetmap.org/?mlat=29.8663434&mlon=-81.3202116&zoom=17,"https://www.google.com/maps/search/?api=1&query=29.8663434,-81.3202116",,,
08f2a30625b44751035b136794efec45,Stuffed Chicken People,,-71.1230613,42.4984622,https://www.openstreetmap.org/?mlat=42.4984622&mlon=-71.1230613&zoom=17,"https://www.google.com/maps/search/?api=1&query=42.4984622,-71.1230613",,,
08f2a100ec58d6c303fdac1c6cc14622,Kohn Michael J,,-73.8048677,40.7322924,https://www.openstreetmap.org/?mlat=40.7322924&mlon=-73.8048677&zoom=17,"https://www.google.com/maps/search/?api=1&query=40.7322924,-73.8048677",,,
08f2986b8638c5ad03f3c2fa01ca7449,Hard Rock Hotel & Casino,,-115.15235,36.10874,https://www.openstreetmap.org/?mlat=36.10874&mlon=-115.15235&zoom=17,"https://www.google.com/maps/search/?api=1&query=36.10874,-115.15235",,,
08f2a847169762a403778bbcab51c974,D&D Independent Enterprises LLC,,-80.0105757,40.4466075,https://www.openstreetmap.org/?mlat=40.4466075&mlon=-80.0105757&zoom=17,"https://www.google.com/maps/search/?api=1&query=40.4466075,-80.0105757",,,
08f264d8d5b280620320014a1a1a43f5,Taqueria Sabor Oaxaca 4705,,-86.6213915,36.2006927,https://www.openstreetmap.org/?mlat=36.2006927&mlon=-86.6213915&zoom=17,"https://www.google.com/maps/search/?api=1&query=36.2006927,-86.6213915",,,
08f44c1add71683403b720b3815081ed,Dollar Tree,,-84.478486,33.8902381,https://www.openstreetmap.org/?mlat=33.8902381&mlon=-84.478486&zoom=17,"https://www.google.com/maps/search/?api=1&query=33.8902381,-84.478486",,,
08f44a106a24cda00326950051dd5bc6,The Dickstein Law Firm,,-80.24949046,26.02983987,https://www.openstreetmap.org/?mlat=26.02983987&mlon=-80.24949046&zoom=17,"https://www.google.com/maps/search/?api=1&query=26.02983987,-80.24949046",,,
08f26cb90da00d6403371819e90b1c49,GameStop,,-96.6166431,32.734235,https://www.openstreetmap.org/?mlat=32.734235&mlon=-96.6166431&zoom=17,"https://www.google.com/maps/search/?api=1&query=32.734235,-96.6166431",,,
08f26ea88556648603cc9fd0fcbe5c64,Heyburn Rv,,-96.2955523,35.9146544,https://www.openstreetmap.org/?mlat=35.9146544&mlon=-96.2955523&zoom=17,"https://www.google.com/maps/search/?api=1&query=35.9146544,-96.2955523",,,
08f2a3028b61c5b20326d4336f5968a9,Mattress Firm,,-70.9229113,42.2505232,https://www.openstreetmap.org/?mlat=42.2505232&mlon=-70.9229113&zoom=17,"https://www.google.com/maps/search/?api=1&query=42.2505232,-70.9229113",,,
08f2818d3380238803798fbba833f339,"Goodwill Industries International, Inc.",,-123.3075289,42.4389855,https://www.openstreetmap.org/?mlat=42.4389855&mlon=-123.3075289&zoom=17,"https://www.google.com/maps/search/?api=1&query=42.4389855,-123.3075289",,,
08f2aae65e8d019b0311a626452a7628,Shagbark Mountain Cattle,,-77.6794377,39.3900809,https://www.openstreetmap.org/?mlat=39.3900809&mlon=-77.6794377&zoom=17,"https://www.google.com/maps/search/?api=1&query=39.3900809,-77.6794377",,,
08f444655668bae10365aebc5be2b62a,Tapps II,,-90.0993098,29.9485231,https://www.openstreetmap.org/?mlat=29.9485231&mlon=-90.0993098&zoom=17,"https://www.google.com/maps/search/?api=1&query=29.9485231,-90.0993098",,,
08f2aa5adea25c98037ffc89fa39f0bd,Grocery/Tienda DJCPC Deleitate en Johova - Salmos 37:4,,-75.6756207,41.4265293,https://www.openstreetmap.org/?mlat=41.4265293&mlon=-75.6756207&zoom=17,"https://www.google.com/maps/search/?api=1&query=41.4265293,-75.6756207",,,
08f2a3315b6544f10360fb62f827a802,Baxter's Fine Jewelry,,-71.4379694,41.7419592,https://www.openstreetmap.org/?mlat=41.7419592&mlon=-71.4379694&zoom=17,"https://www.google.com/maps/search/?api=1&query=41.7419592,-71.4379694",,,
08f2a300ce070628037004e44f172d98,Anilas interior LLC,,-70.9029659,42.5558052,https://www.openstreetmap.org/?mlat=42.5558052&mlon=-70.9029659&zoom=17,"https://www.google.com/maps/search/?api=1&query=42.5558052,-70.9029659",,,
08f2a9e944c24248039cccca05b5765c,The UPS Store 5664,,-82.9805041,38.7389621,https://www.openstreetmap.org/?mlat=38.7389621&mlon=-82.9805041&zoom=17,"https://www.google.com/maps/search/?api=1&query=38.7389621,-82.9805041",,,
08f2a9dac8286a54032f3c8132bc29e9,New River Hideaways,,-80.8257251,37.4695715,https://www.openstreetmap.org/?mlat=37.4695715&mlon=-80.8257251&zoom=17,"https://www.google.com/maps/search/?api=1&query=37.4695715,-80.8257251",,,
08f29a1d1acacad2034c3b88781d2493,Good Donut,,-118.0421609,34.0915398,https://www.openstreetmap.org/?mlat=34.0915398&mlon=-118.0421609&zoom=17,"https://www.google.com/maps/search/?api=1&query=34.0915398,-118.0421609",,,
08f2a10b9a02d86c03c82af46339c345,Oheka Castle,,-73.4482084,40.8286744,https://www.openstreetmap.org/?mlat=40.8286744&mlon=-73.4482084&zoom=17,"https://www.google.com/maps/search/?api=1&query=40.8286744,-73.4482084",,,
08f2a1380874660e036f0d7b8548f1a5,Carter and Cavero,,-74.0581998,40.1451102,https://www.openstreetmap.org/?mlat=40.1451102&mlon=-74.0581998&zoom=17,"https://www.google.com/maps/search/?api=1&query=40.1451102,-74.0581998",,,
08f2aa84e00cd0c1033d600743359c77,Wiggle and Scoot,,-77.0997327,38.9613612,https://www.openstreetmap.org/?mlat=38.9613612&mlon=-77.0997327&zoom=17,"https://www.google.com/maps/search/?api=1&query=38.9613612,-77.0997327",,,
08f261650c251728039920bc29324264,Baymont by Wyndham Rapid City,,-103.1485406,44.0966527,https://www.openstreetmap.org/?mlat=44.0966527&mlon=-103.1485406&zoom=17,"https://www.google.com/maps/search/?api=1&query=44.0966527,-103.1485406",,,
08f441a86b52a2d9032d3a7becc9bfe9,The Breezeway Motel,,-82.8258915,27.9852612,https://www.openstreetmap.org/?mlat=27.9852612&mlon=-82.8258915&zoom=17,"https://www.google.com/maps/search/?api=1&query=27.9852612,-82.8258915",,,
08f2aa8c2e2d673503d6cc67e80dbfa4,LITTLE Shop of Hardware,,-76.628034,39.326979,https://www.openstreetmap.org/?mlat=39.326979&mlon=-76.628034&zoom=17,"https://www.google.com/maps/search/?api=1&query=39.326979,-76.628034",,,
08f276a025c4583403b7052dbcaceece,Tire Management of Michigan,,-84.3130164,44.8407597,https://www.openstreetmap.org/?mlat=44.8407597&mlon=-84.3130164&zoom=17,"https://www.google.com/maps/search/?api=1&query=44.8407597,-84.3130164",,,
08f26e1730c5a8e803e469c1e54e98c1,Circle M Iron and Metal Recyclers,,-96.2268661,37.6266146,https://www.openstreetmap.org/?mlat=37.6266146&mlon=-96.2268661&zoom=17,"https://www.google.com/maps/search/?api=1&query=37.6266146,-96.2268661",,,
